brand,city,gu,dong,address,lon,lat,sales,comp_100
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로103길 9,127.0638782,37.51003785,4800.0 ,1
0,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 108,127.0206347,37.5161838,4416.0 ,0
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,127.0571003,37.5129394,3888.0 ,1
0,서울특별시,강남구,대치1동,서울특별시 강남구 도곡로 408,127.0552134,37.4966152,4032.0 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 학동로 506,127.0514396,37.51868785,4800.0 ,3
0,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 669,127.0412398,37.51660516,5376.0 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼로 123,127.0330005,37.49412876,5568.0 ,0
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2936,127.0619041,37.49334362,5184.0 ,2
0,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성로 605,127.0527047,37.51347189,5568.0 ,0
0,서울특별시,강남구,수서동,서울특별시 강남구 밤고개로1길 10,127.1018421,37.48801336,5184.0 ,2
0,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 650,127.0357413,37.51491147,5184.0 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 134,127.0337924,37.49937038,5299.2 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 142,127.0349412,37.49974019,4416.0 ,2
0,서울특별시,강남구,신사동,서울특별시 강남구 논현로175길 94,127.0216293,37.52318421,4992.0 ,1
0,서울특별시,강남구,청담동,서울특별시 강남구 도산대로 532,127.0515717,37.52433852,5568.0 ,1
0,서울특별시,강남구,개포4동,서울특별시 강남구 논현로 88,127.0451163,37.47781003,5376.0 ,2
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 704,127.0307455,37.51460026,4992.0 ,3
0,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로86길 7,127.0579257,37.50576457,3456.0 ,3
0,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 508,127.0372774,37.50188574,4800.0 ,2
0,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 334,127.0485159,37.5039411,4800.0 ,1
0,서울특별시,강남구,신사동,서울특별시 강남구 논현로 841,127.0278969,37.52404691,4800.0 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로78길 14,127.0305366,37.49489249,4608.0 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 223,127.0406526,37.50239076,5990.4 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 456,127.0255555,37.5031322,5068.8 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 211,127.0392228,37.50187455,4416.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 305,127.0437621,37.50333505,4992.0 ,2
0,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로42길 32,127.0347168,37.52683303,5184.0 ,2
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 22,127.0594268,37.50962404,3312.0 ,4
0,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로104길 9,127.065231,37.50858885,4800.0 ,3
0,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 134,127.0233685,37.51734176,4992.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 401,127.0388807,37.49591579,5376.0 ,0
0,서울특별시,강남구,도곡2동,서울특별시 강남구 언주로30길 57,127.0541634,37.48929922,5568.0 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로2길 27,127.0296792,37.49648032,3456.0 ,2
0,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로64길 18,127.0511761,37.50376427,4800.0 ,1
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2909,127.0573953,37.4921724,5376.0 ,1
0,서울특별시,강남구,역삼2동,서울특별시 강남구 역삼로 310,127.0484061,37.49922769,6681.6 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 203,127.0377338,37.50157409,5299.2 ,2
0,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 518,127.056219,37.50836401,4320.0 ,3
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 308,127.0318013,37.49065888,5184.0 ,0
0,서울특별시,강남구,일원본동,서울특별시 강남구 일원로 81,127.0895788,37.49033434,4032.0 ,1
0,서울특별시,강남구,삼성2동,서울특별시 강남구 테헤란로 443,127.0555809,37.50694425,4992.0 ,1
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 752,127.0286278,37.5191512,5376.0 ,2
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로96길 8,127.063193,37.51056404,5184.0 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,127.0591391,37.51182033,5376.0 ,0
0,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로64길 18,127.0537151,37.49794579,5376.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 408,127.0275177,37.49921076,1632.0 ,5
0,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 646,127.051147,37.51767632,5184.0 ,1
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,127.032255,37.5115851,3888.0 ,4
0,서울특별시,강남구,청담동,서울특별시 강남구 도산대로57길 24,127.0418193,37.52525095,4992.0 ,1
0,서울특별시,강남구,청담동,서울특별시 강남구 학동로 419,127.045958,37.5183013,5376.0 ,0
0,서울특별시,강남구,도곡1동,서울특별시 강남구 남부순환로 2621,127.036609,37.48524679,5568.0 ,1
0,서울특별시,강남구,삼성2동,서울특별시 강남구 봉은사로 446,127.048501,37.51135667,5568.0 ,1
0,서울특별시,강남구,압구정동,서울특별시 강남구 언주로 861,127.0330918,37.5273874,5376.0 ,1
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2947,127.0626465,37.49456594,5184.0 ,0
0,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로 518,127.0605609,37.50757866,5184.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로2길 39,127.0266434,37.50209594,4608.0 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 328,127.0306939,37.4923528,4800.0 ,3
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 390,127.0285648,37.49783175,3024.0 ,4
0,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로 304,127.0403528,37.50902009,5568.0 ,0
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,127.032255,37.5115851,3888.0 ,3
0,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 402,127.0588155,37.50335683,5376.0 ,1
0,서울특별시,강남구,대치4동,서울특별시 강남구 도곡로 457,127.0601595,37.49899741,5568.0 ,0
0,서울특별시,강남구,대치2동,서울특별시 강남구 도곡로 511,127.0622213,37.49962651,5568.0 ,1
0,서울특별시,강남구,도곡1동,서울특별시 강남구 강남대로 282,127.032473,37.48855591,5184.0 ,2
