year,month,전국,수도권,서울,강북지역,강남지역,경기,인천,부산,대구,광주,대전,울산,강원,충북,충남,전북,전남,경북,경남,제주
2003,11,62.91642566,57.68188795,52.23775097,52.59614994,51.95981,58.17104384,65.04539036,65.47667745,69.09634945,71.83152646,60.60501794,72.20478906,76.85179971,70.30503441,62.61900443,74.92452407,65.01644226,72.66371568,70.32421363,65.04219328
2003,12,62.64576011,57.34317711,52.05325824,52.16051376,51.98159204,57.77341541,64.5256052,65.34728829,68.57616975,71.90345286,61.04162683,71.73059604,76.22995038,69.83533684,61.77314182,75.095934,65.18452884,72.56392758,70.11732254,65.10302117
2004,1,62.58989763,57.28856595,51.98898816,52.01872602,51.9952519,57.73082137,64.37651997,65.22228099,68.43033875,72.00967774,61.14801439,71.91678108,76.18293171,69.60894442,61.31094809,75.18200162,65.26382587,72.57163733,70.33625363,64.7148947
2004,2,62.690642,57.32892366,51.96122617,52.16176611,51.81632533,57.78639859,64.57383962,65.24639274,68.35250079,72.08068747,61.44220304,72.5304267,76.53996597,69.9963694,61.79803138,75.24962093,65.63353214,72.9073948,70.14650099,65.4912333
2004,3,62.7833432,57.42098679,51.92866577,52.20106389,51.73506726,58.02373493,64.51601552,65.35842186,68.28987315,72.51952491,61.43023447,72.60974061,76.59493734,70.17334861,62.06727297,75.37706257,66.11129679,72.84094725,70.1291168,65.5524515
2004,4,62.66360598,57.25544858,51.65014624,52.07437608,51.3045262,57.97306649,64.41156501,65.40982724,68.31363478,72.58721927,61.16195325,72.26233643,76.46287378,70.42778194,61.55304648,75.31541042,66.41393207,72.96346797,69.87058189,65.42961411
2004,5,62.53309505,57.12843189,51.4210625,52.00805325,50.96676982,57.94219345,64.2116859,65.337112,68.22962351,72.61509518,60.60625848,71.52930697,76.43018292,70.48336049,61.44376612,75.49116366,66.94174875,73.05368652,69.55718237,65.42987158
2004,6,62.17340199,56.80181914,51.02865759,51.5849843,50.58393391,57.664375,64.00512601,64.95694121,67.5778624,72.5330901,60.10608619,70.90091364,76.29256283,69.92615467,60.55415444,75.65164595,66.52718912,73.15321095,69.13124131,65.32108412
2004,7,61.83383421,56.45892949,50.82885548,51.40577232,50.37335917,57.26158986,63.43324802,64.71660964,66.88797753,72.49986812,59.70559602,70.09215728,76.03432218,69.41683353,59.39179046,75.5648388,66.61193018,73.65617829,68.78363866,65.60316844
2004,8,61.45243234,56.04976873,50.60337501,51.19176763,50.13651281,56.68072799,63.1166296,64.58823961,66.72536036,72.43353488,59.01947941,69.9779024,75.71975405,68.97783379,58.26052286,75.52365217,66.09397921,73.18407479,68.40398416,65.44473612
2004,9,61.26079964,55.89172342,50.52253812,51.04435535,50.10209215,56.53495256,62.67978043,64.56027313,66.70886362,72.53938078,58.86550756,69.9872983,75.33755991,68.91919403,56.30685339,75.54653732,66.29675603,72.72320761,68.03427291,65.39590771
2004,10,61.17502129,55.80208973,50.51536016,50.99181325,50.13968503,56.44866822,62.32281929,64.52085809,66.74181683,72.25174681,58.91434586,69.86943318,75.20544792,68.83480539,55.76623444,75.28554128,66.22043965,72.69150714,67.9863363,65.37199106
2004,11,61.01187474,55.55051348,50.37570637,50.84622472,50.00606902,56.1402547,61.9926184,64.26627575,66.99371698,72.22899078,58.90898834,69.30247338,75.18404319,68.84362677,55.79920169,75.21473303,66.32228243,72.61947771,67.98290819,65.42086999
2004,12,60.78172174,55.24626462,50.11459438,50.53880431,49.79372426,55.82157597,61.43284102,63.8073638,67.33838024,72.24053725,58.85104574,69.23479357,74.96523049,68.54216788,55.92593352,75.23308394,66.3731005,72.5717314,67.89138457,65.46939167
2005,1,60.63125089,55.04874353,49.93173581,50.3598481,49.57514067,55.69122307,61.11087866,63.48767711,67.535414,72.11210964,59.13678901,69.03205994,74.70754336,68.1041071,55.6196453,75.28847112,66.39360835,72.60538886,67.74703069,65.77666486
2005,2,60.60461237,54.92023099,49.52427184,50.25199017,48.96546925,55.74922686,61.1382397,63.3462152,67.81233775,72.18983138,59.43615825,69.07773431,74.39765391,68.27988806,57.38579413,75.54865922,66.33954594,72.73872112,67.61021125,65.80112625
2005,3,60.73400922,55.10330801,49.45571414,50.2633602,48.80706116,56.09185432,61.60253067,63.17218265,67.92600793,72.22019214,59.22109414,69.00128001,74.47653224,67.81079795,58.55822957,75.81725764,66.41894451,73.04918138,67.42664269,65.73997278
2005,4,60.70553359,55.13912524,49.10146539,50.15263548,48.27063938,56.47936999,61.64058366,63.06762327,67.96577752,72.04391977,58.7141284,68.73385473,74.65440823,67.49476176,58.93541958,76.10398102,66.49789184,73.05366304,67.0701421,65.80175299
2005,5,60.51331402,54.91785892,48.70330141,49.92257351,47.74522292,56.40513536,61.52864103,63.00647513,67.71670141,71.92120876,58.41591404,68.53560219,74.39194451,67.60682277,59.28791913,76.15553327,66.80174761,72.71191049,66.4157844,65.69213842
2005,6,60.0952193,54.37966494,48.00771666,49.78821166,46.61306328,55.94775305,61.42772698,62.7333517,67.29727989,71.88445121,58.08678039,68.28090605,73.9830335,67.31687839,59.47691185,76.09529331,66.76270633,72.62193194,65.98289295,65.494075
2005,7,59.68459408,53.82148063,47.32208242,49.32272371,45.75918222,55.39041662,61.40436598,62.46189476,67.10670983,71.84448718,57.90063975,68.19618186,73.78173785,67.09462373,59.67485186,75.7993425,67.18903664,72.44869996,65.52910367,65.46948552
2005,8,59.67252146,53.9472552,47.37075055,49.22981525,45.91483048,55.6268512,61.35769727,62.31158657,66.83431968,71.3681162,57.81999856,68.31629153,73.65306894,66.47194607,59.68702255,75.76340387,66.98098079,72.15336508,65.24019563,65.71593299
2005,9,60.1971734,54.75241275,48.04868292,49.55872585,46.86242908,56.59283091,61.75231206,62.51030216,66.97889121,71.28666059,58.08232958,68.55855697,73.62745221,66.35946342,60.24259862,75.7128575,66.98795699,72.41230464,65.13338087,65.71691855
2005,10,60.78133831,55.53526155,48.7723761,49.99949482,47.81108438,57.52840771,61.93293667,62.93225866,67.65402335,71.40542773,58.69757627,68.61347054,73.74861356,66.18204901,60.4917288,75.9457714,67.07076261,72.19326863,65.2471863,65.7412805
2005,11,61.01817375,55.84240078,48.93761934,50.16646077,47.97836598,57.98402939,62.09005509,63.17935782,67.83731393,71.60167902,58.87738118,68.51133863,73.70289736,66.13215088,60.84861175,75.87335215,67.12931699,71.97969588,65.51113944,65.78935861
2005,12,61.00223178,55.84013605,48.86753241,50.18919753,47.81945303,58.0207509,62.21045038,63.21444862,67.98416289,71.66311925,58.53908528,68.57770187,73.68471117,66.18701768,60.61799151,75.86256651,67.06480659,71.6910374,65.58423807,65.8272024
2006,1,61.01562222,55.83269683,48.89367072,50.40855162,47.70356559,57.92419621,62.4867454,63.18767628,68.12130561,71.57260328,58.33403926,68.72651453,73.99953201,66.13147047,60.41952935,75.92292352,67.32813856,71.86807082,65.49347136,66.36927208
2006,2,61.04438637,55.84050988,48.89531947,50.56599765,47.58997258,57.84948948,62.88782898,63.12760457,68.35936332,71.63815489,58.29399778,68.81560275,73.79329821,65.93084249,60.54189485,75.74337241,67.44599935,72.28422236,65.66213673,66.35699285
2006,3,61.09421478,55.91929177,48.84960362,50.96276597,47.200103,57.91851028,63.46074189,63.17876112,68.40635265,71.72292981,58.13098843,68.97681445,73.56435076,65.75954517,60.82199284,75.82501183,67.51528657,72.18321337,65.71375775,66.38235244
2006,4,60.86720785,55.52986126,48.39093261,51.04644126,46.35207618,57.50086138,63.5910364,63.21149372,68.52274696,71.55519629,57.99331628,69.0127306,73.57320494,65.82019876,61.18314237,75.62330135,67.61031435,72.00979168,65.72126512,66.50463384
2006,5,60.49763749,54.88927369,47.7679403,51.00974917,45.2867978,56.69593412,63.74134133,63.25626482,68.31296869,71.62656946,58.07908817,68.80978709,73.44257152,65.89904311,61.17745386,75.2824487,67.75460235,72.28819832,65.98066521,66.61624243
2006,6,60.23929994,54.47249781,47.53414376,50.89136191,44.96621097,56.08094155,63.66217217,63.22413097,68.19483023,71.54650682,58.26723227,68.65321701,73.45823205,65.70278452,61.10325116,75.27876088,67.68525289,72.07489683,66.04428746,66.77448458
2006,7,60.12358934,54.30711995,47.49181183,50.90813731,44.88323796,55.77867335,63.59475576,63.1534956,68.14574806,71.63705752,58.44764459,68.63902241,73.27933714,65.63651242,61.07095301,75.32007759,67.66299265,71.90927129,66.1772226,66.47042356
2006,8,60.14649329,54.32235782,47.52655378,51.09067238,44.8192974,55.75833847,63.58921336,63.18945318,67.84471754,71.68231834,58.57972847,68.63559038,73.15775268,65.65458572,61.21884609,75.4355913,67.75788748,71.91694926,66.39718485,66.47042356
2006,9,60.3472596,54.52663678,47.76047978,51.45397532,44.94426782,55.92897864,63.86873373,63.50102268,68.16843692,71.8362768,58.98674989,68.40097218,73.38152573,65.71856946,61.33884958,75.53741259,67.76847563,71.8777937,66.63489878,66.49540305
2006,10,60.15952851,54.09263924,47.52640111,51.4788659,44.54061787,55.26941493,63.74272748,63.92965773,68.31829206,71.7720192,59.21115891,68.16076176,73.5133569,65.85370903,61.5714151,75.62110553,68.13107754,71.82424801,66.83923214,66.51894502
2006,11,58.70748712,51.6578686,45.64328702,49.67603016,42.59785565,52.25776713,62.24493337,64.13305342,68.49444396,71.89924777,59.42033861,67.72421351,73.71403428,65.92261575,61.6832097,75.76936169,68.16512746,71.47134778,66.82795961,66.45487235
2006,12,57.78924343,50.14164157,44.21234007,47.49071102,41.71166689,50.73812722,60.87343691,64.2732015,68.68556226,71.86532738,59.61837416,67.52299835,73.14498218,66.01479627,61.76441944,75.98031837,68.12797036,71.37599023,66.88154958,66.2724474
2007,1,57.3469947,49.37817958,43.50249541,46.3184163,41.34554661,50.01252571,59.76068649,64.32393703,68.81039665,71.87879042,60.20056605,67.27989976,73.17389883,66.17299666,61.84213244,76.10577193,68.05645966,71.64336349,66.9755357,66.26690576
2007,2,57.32423303,49.26451831,43.41735697,46.05909376,41.38564136,49.86819283,59.66874418,64.47496173,68.77871048,71.98078629,60.65229294,67.38353299,73.18804939,66.17058324,62.01165002,76.28344524,68.15147846,71.60834413,67.10372939,66.33570295
2007,3,57.48126077,49.40350033,43.54879334,46.33230549,41.40131203,50.03671032,59.79328137,64.65212349,68.75613716,72.04872187,60.89903738,67.16410517,73.58040389,66.31418108,62.2771897,76.35870551,68.21807652,71.63597416,67.55134008,66.27457532
2007,4,57.5819163,49.50159554,43.63836543,46.35562195,41.54232354,50.14182551,59.80846345,64.84165493,68.65096289,72.14483034,61.35089034,67.0697253,73.8002671,66.42107695,62.36282275,76.40223499,68.06337864,71.81689717,67.83800565,66.09186651
2007,5,57.55449183,49.40319004,43.62411122,46.29701109,41.56840163,50.02738168,59.4331087,64.91762428,68.54721584,72.27541997,61.47581002,66.96838494,73.94000344,66.32505545,62.49571326,76.65798123,68.01332946,71.80929001,68.09404173,66.04331418
