customer_id,date,product_id,quantity,sales
12662,2011-11-16 17:25,p_0052,12,15
12662,2011-11-16 17:25,p_0072,12,15
12662,2011-11-16 17:26,p_0051,4,15
12662,2011-11-16 17:26,p_007,4,15
12662,2011-11-16 17:26,p_0088,4,15
12481,2011-11-17 8:29,p_0081,4,15
12477,2011-11-17 9:51,p_0035,12,15
12477,2011-11-17 9:51,p_0038,4,15
12477,2011-11-17 9:51,p_0071,4,15
12702,2011-11-20 10:36,p_0018,4,15
12658,2011-11-21 10:22,p_0051,12,15
12658,2011-11-21 10:22,p_0068,12,15
12658,2011-11-21 10:22,p_0044,12,15
12658,2011-11-21 10:22,p_0051,12,15
12658,2011-11-21 10:22,p_0044,4,15
12658,2011-11-21 10:22,p_009,4,15
12658,2011-11-21 10:22,p_0054,4,15
12658,2011-11-21 10:22,p_0082,4,15
14335,2011-11-23 13:41,p_0088,4,15
12476,2011-11-24 12:40,p_0013,4,15
12476,2011-11-24 12:40,p_0018,12,15
12476,2011-11-24 12:40,p_0058,12,15
12476,2011-11-24 12:40,p_0064,12,15
12531,2011-11-25 11:12,p_0031,4,15
12668,2011-11-28 10:56,p_0075,4,15
12479,2011-11-28 13:26,p_001,12,15
12479,2011-11-28 13:26,p_0044,12,15
12479,2011-11-28 13:26,p_0084,12,15
12654,2011-11-29 10:10,p_0041,12,15
12654,2011-11-29 10:10,p_006,12,15
12627,2011-11-29 12:07,p_0062,12,15
12627,2011-11-29 12:07,p_0038,12,15
12627,2011-11-29 12:07,p_0070,12,15
12569,2011-12-01 8:35,p_0081,12,15
12572,2011-12-01 9:20,p_002,4,15
12572,2011-12-01 9:20,p_0079,4,15
12572,2011-12-01 9:20,p_006,4,15
12572,2011-12-01 9:20,p_0053,4,15
12572,2011-12-01 9:20,p_0059,4,15
12569,2011-12-02 10:24,p_0065,4,15
12560,2011-12-04 13:54,p_0021,12,15
12628,2011-12-05 13:15,p_0058,12,15
12628,2011-12-05 13:15,p_0042,12,15
12628,2011-12-05 13:15,p_0034,12,15
12628,2011-12-05 13:15,p_0096,12,15
12628,2011-12-05 13:15,p_0024,12,15
12662,2011-12-09 11:59,p_0075,4,15
12662,2011-12-09 11:59,p_0037,12,15
12662,2011-12-09 11:59,p_0011,12,15
12530,2011-08-08 10:59,p_0062,72,15.12
12662,2010-12-01 13:04,p_0079,6,15.3
12427,2010-12-03 10:44,p_0043,6,15.3
12427,2010-12-03 10:44,p_0036,6,15.3
12708,2010-12-06 10:43,p_005,6,15.3
12712,2010-12-09 11:39,p_0065,6,15.3
12712,2010-12-09 11:39,p_0031,6,15.3
12585,2010-12-23 12:58,p_0051,6,15.3
12585,2010-12-23 12:58,p_0089,6,15.3
12585,2010-12-23 12:58,p_0038,6,15.3
12501,2011-01-07 12:28,p_0029,6,15.3
12501,2011-01-07 12:28,p_0048,6,15.3
12501,2011-01-07 12:28,p_0049,6,15.3
12480,2011-01-07 15:27,p_0044,6,15.3
12480,2011-01-07 15:27,p_0053,6,15.3
12480,2011-01-07 15:27,p_0077,6,15.3
12626,2011-01-17 11:01,p_0029,6,15.3
12626,2011-01-17 11:01,p_0052,6,15.3
12626,2011-01-17 11:01,p_0050,6,15.3
12559,2011-01-24 10:12,p_0026,6,15.3
12693,2011-01-24 12:58,p_0075,6,15.3
13815,2011-01-25 12:16,p_0088,6,15.3
13815,2011-01-25 12:16,p_0013,6,15.3
12609,2011-01-25 15:13,p_0020,6,15.3
12609,2011-01-25 15:13,p_0041,6,15.3
12626,2011-01-27 13:42,p_0072,6,15.3
12528,2011-01-31 9:05,p_0026,6,15.3
12476,2011-01-31 11:46,p_0049,6,15.3
12668,2011-01-31 13:27,p_0097,6,15.3
12668,2011-01-31 13:27,p_0087,6,15.3
12662,2011-02-03 13:58,p_0037,6,15.3
12477,2011-02-11 12:45,p_008,6,15.3
12500,2011-02-17 12:23,p_0022,6,15.3
12654,2011-02-17 13:16,p_0026,6,15.3
12654,2011-02-17 13:16,p_0012,6,15.3
12524,2011-02-21 10:53,p_0087,6,15.3
12633,2011-02-25 8:44,p_0052,6,15.3
12633,2011-02-25 8:44,p_0042,6,15.3
12633,2011-02-25 8:44,p_0057,6,15.3
12633,2011-02-25 8:44,p_0029,6,15.3
12633,2011-02-25 8:44,p_0014,6,15.3
12633,2011-02-25 8:44,p_0044,6,15.3
12712,2011-03-07 9:10,p_0063,6,15.3
12708,2011-03-07 9:49,p_0017,6,15.3
12614,2011-03-07 10:22,p_0077,6,15.3
12614,2011-03-07 10:22,p_0061,6,15.3
12528,2011-03-08 11:46,p_0067,6,15.3
12623,2011-03-08 13:50,p_0089,6,15.3
12623,2011-03-08 13:50,p_0026,6,15.3
12480,2011-03-17 13:23,p_0026,6,15.3
12480,2011-03-17 13:23,p_0068,6,15.3
12693,2011-03-20 13:59,p_0012,6,15.3
12520,2011-03-25 8:50,p_0029,6,15.3
12668,2011-03-25 14:53,p_0077,6,15.3
12668,2011-03-25 14:53,p_0014,6,15.3
12668,2011-03-25 14:53,p_0073,6,15.3
12668,2011-03-25 14:53,p_004,6,15.3
12668,2011-03-25 14:53,p_0014,6,15.3
12569,2011-04-14 16:23,p_0029,6,15.3
12622,2011-04-21 16:39,p_002,6,15.3
12693,2011-05-12 8:52,p_0046,6,15.3
12710,2011-05-22 14:05,p_0096,6,15.3
12710,2011-05-22 14:05,p_0051,6,15.3
12708,2011-05-23 10:13,p_0052,6,15.3
12708,2011-05-23 10:13,p_0044,6,15.3
12613,2011-05-26 9:17,p_0039,6,15.3
12613,2011-05-26 9:17,p_0024,6,15.3
12613,2011-05-26 9:17,p_0078,6,15.3
12613,2011-05-26 9:17,p_0089,6,15.3
12654,2011-05-26 10:41,p_0057,6,15.3
12654,2011-05-26 10:41,p_0082,6,15.3
12633,2011-05-27 10:29,p_0033,6,15.3
12633,2011-05-27 10:29,p_0093,6,15.3
12633,2011-05-27 10:29,p_0010,6,15.3
12633,2011-05-27 10:29,p_0088,6,15.3
12633,2011-05-27 10:29,p_0043,6,15.3
12426,2011-05-29 12:26,p_0089,6,15.3
12473,2011-06-01 10:15,p_0056,6,15.3
12517,2011-06-02 15:13,p_0047,6,15.3
12468,2011-06-05 11:36,p_0043,6,15.3
12609,2011-06-06 15:31,p_0098,2,15.3
12609,2011-06-06 15:31,p_0039,6,15.3
13815,2011-06-20 13:08,p_0078,6,15.3
12626,2011-06-30 17:59,p_0060,6,15.3
12635,2011-07-08 8:43,p_0039,6,15.3
12635,2011-07-08 8:43,p_0011,6,15.3
12635,2011-07-08 8:43,p_0071,6,15.3
12480,2011-07-19 14:04,p_0037,6,15.3
12560,2011-07-19 15:55,p_0087,6,15.3
12560,2011-07-19 15:55,p_0069,6,15.3
12560,2011-07-19 15:55,p_0092,2,15.3
12521,2011-07-20 10:51,p_0058,6,15.3
12476,2011-07-21 17:39,p_0014,6,15.3
12476,2011-07-21 17:39,p_0070,6,15.3
12627,2011-07-22 13:59,p_0018,6,15.3
12627,2011-07-22 13:59,p_001,6,15.3
13813,2011-07-28 10:33,p_0029,6,15.3
13813,2011-07-28 10:33,p_0098,6,15.3
12534,2011-08-01 10:26,p_0090,6,15.3
12633,2011-08-02 9:35,p_0080,6,15.3
12619,2011-08-15 13:22,p_0089,6,15.3
12619,2011-08-15 13:22,p_0017,6,15.3
12473,2011-08-17 12:04,p_0086,6,15.3
12645,2011-08-22 12:40,p_0064,6,15.3
12627,2011-08-22 15:55,p_0097,6,15.3
12627,2011-08-22 15:55,p_0091,6,15.3
12649,2011-08-24 14:41,p_0061,6,15.3
12492,2011-08-26 14:51,p_0024,6,15.3
12477,2011-08-31 9:11,p_009,6,15.3
12477,2011-08-31 9:11,p_0094,6,15.3
14335,2011-09-04 13:07,p_0034,6,15.3
14335,2011-09-04 13:07,p_0036,6,15.3
12627,2011-09-04 14:09,p_0026,6,15.3
12526,2011-09-06 14:19,p_0031,6,15.3
12635,2011-09-11 11:04,p_0098,6,15.3
12635,2011-09-11 11:04,p_0076,6,15.3
12635,2011-09-11 11:04,p_001,6,15.3
13813,2011-09-11 13:38,p_006,6,15.3
12520,2011-09-21 15:23,p_0078,6,15.3
12703,2011-09-29 17:52,p_0049,6,15.3
12703,2011-09-29 17:52,p_008,6,15.3
13813,2011-09-30 9:22,p_0030,6,15.3
12626,2011-10-06 13:30,p_0059,6,15.3
12626,2011-10-06 13:30,p_0016,6,15.3
13812,2011-10-06 14:37,p_0054,6,15.3
13816,2011-10-06 14:37,p_0027,6,15.3
12627,2011-10-06 15:51,p_0055,6,15.3
12477,2011-10-07 9:16,p_006,6,15.3
12519,2011-10-07 9:26,p_0079,6,15.3
12633,2011-10-12 11:40,p_0065,6,15.3
12633,2011-10-12 11:40,p_0013,6,15.3
12633,2011-10-12 11:40,p_0048,6,15.3
12498,2011-10-13 9:30,p_0022,6,15.3
12613,2011-10-13 14:59,p_0075,6,15.3
12477,2011-10-14 13:54,p_0085,6,15.3
12473,2011-10-17 11:27,p_0056,6,15.3
12473,2011-10-17 11:27,p_007,6,15.3
12473,2011-10-17 11:27,p_0048,6,15.3
12662,2011-10-18 9:24,p_0043,6,15.3
12662,2011-10-18 9:24,p_0017,6,15.3
12572,2011-10-19 8:20,p_0080,6,15.3
12572,2011-10-19 8:20,p_0086,6,15.3
12476,2011-10-25 8:44,p_0080,2,15.3
12708,2011-11-07 12:44,p_0076,6,15.3
12480,2011-11-11 14:52,p_002,6,15.3
12642,2011-11-14 15:03,p_0014,6,15.3
12658,2011-11-21 10:22,p_0039,6,15.3
12476,2011-11-24 12:40,p_0032,2,15.3
12476,2011-11-24 12:40,p_0084,6,15.3
