brand,city,gu,dong,address,lon,lat,sales,comp_100
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로103길 9,127.0638782,37.51003785,4785.8 ,1
0,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 108,127.0206347,37.5161838,4448.9 ,0
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,127.0571003,37.5129394,4736.6 ,1
0,서울특별시,강남구,대치1동,서울특별시 강남구 도곡로 408,127.0552134,37.4966152,4464.8 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 학동로 506,127.0514396,37.51868785,4875.3 ,3
0,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 669,127.0412398,37.51660516,5563.4 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼로 123,127.0330005,37.49412876,5739.3 ,0
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2936,127.0619041,37.49334362,4920.7 ,3
0,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성로 605,127.0527047,37.51347189,4875.9 ,1
0,서울특별시,강남구,수서동,서울특별시 강남구 밤고개로1길 10,127.1018421,37.48801336,4679.9 ,1
0,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 650,127.0357413,37.51491147,4523.0 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 134,127.0337924,37.49937038,5118.4 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 142,127.0349412,37.49974019,4618.6 ,2
0,서울특별시,강남구,신사동,서울특별시 강남구 논현로175길 94,127.0216293,37.52318421,5209.9 ,1
0,서울특별시,강남구,청담동,서울특별시 강남구 도산대로 532,127.0515717,37.52433852,5210.4 ,0
0,서울특별시,강남구,개포4동,서울특별시 강남구 논현로 88,127.0451163,37.47781003,4783.2 ,1
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 704,127.0307455,37.51460026,4656.2 ,1
0,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로86길 7,127.0579257,37.50576457,4051.2 ,3
0,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 508,127.0372774,37.50188574,4906.0 ,1
0,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 334,127.0485159,37.5039411,4655.6 ,2
0,서울특별시,강남구,신사동,서울특별시 강남구 논현로 841,127.0278969,37.52404691,5248.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로78길 14,127.0305366,37.49489249,4953.3 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 223,127.0406526,37.50239076,5354.7 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 456,127.0255555,37.5031322,4606.4 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 211,127.0392228,37.50187455,4946.9 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 305,127.0437621,37.50333505,4826.2 ,2
0,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로42길 32,127.0347168,37.52683303,5198.7 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 22,127.0594268,37.50962404,3580.0 ,3
0,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로104길 9,127.065231,37.50858885,4985.4 ,3
0,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 134,127.0233685,37.51734176,4932.8 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 401,127.0388807,37.49591579,4419.2 ,0
0,서울특별시,강남구,도곡2동,서울특별시 강남구 언주로30길 57,127.0541634,37.48929922,5022.2 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로2길 27,127.0296792,37.49648032,4610.8 ,1
0,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로64길 18,127.0511761,37.50376427,4384.1 ,1
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2909,127.0573953,37.4921724,5314.9 ,2
0,서울특별시,강남구,역삼2동,서울특별시 강남구 역삼로 310,127.0484061,37.49922769,5565.5 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 203,127.0377338,37.50157409,4886.8 ,3
0,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 518,127.056219,37.50836401,4430.0 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 308,127.0318013,37.49065888,5195.6 ,2
0,서울특별시,강남구,일원본동,서울특별시 강남구 일원로 81,127.0895788,37.49033434,4232.3 ,1
0,서울특별시,강남구,삼성2동,서울특별시 강남구 테헤란로 443,127.0555809,37.50694425,5073.5 ,0
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 752,127.0286278,37.5191512,4916.2 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로96길 8,127.063193,37.51056404,4725.9 ,1
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,127.0591391,37.51182033,4219.1 ,1
0,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로64길 18,127.0537151,37.49794579,5251.8 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 408,127.0275177,37.49921076,2172.8 ,4
0,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 646,127.051147,37.51767632,5005.0 ,2
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,127.032255,37.5115851,3579.6 ,4
0,서울특별시,강남구,청담동,서울특별시 강남구 도산대로57길 24,127.0418193,37.52525095,5141.6 ,0
0,서울특별시,강남구,청담동,서울특별시 강남구 학동로 419,127.045958,37.5183013,4722.3 ,1
0,서울특별시,강남구,도곡1동,서울특별시 강남구 남부순환로 2621,127.036609,37.48524679,5444.8 ,1
0,서울특별시,강남구,삼성2동,서울특별시 강남구 봉은사로 446,127.048501,37.51135667,5666.7 ,0
0,서울특별시,강남구,압구정동,서울특별시 강남구 언주로 861,127.0330918,37.5273874,5618.4 ,2
0,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2947,127.0626465,37.49456594,5294.6 ,0
0,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로 518,127.0605609,37.50757866,5499.3 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로2길 39,127.0266434,37.50209594,4291.1 ,3
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 328,127.0306939,37.4923528,5089.5 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 390,127.0285648,37.49783175,2905.5 ,4
0,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로 304,127.0403528,37.50902009,4892.0 ,0
0,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,127.032255,37.5115851,3625.6 ,4
0,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 402,127.0588155,37.50335683,5803.0 ,0
0,서울특별시,강남구,대치4동,서울특별시 강남구 도곡로 457,127.0601595,37.49899741,5820.7 ,0
0,서울특별시,강남구,대치2동,서울특별시 강남구 도곡로 511,127.0622213,37.49962651,5621.6 ,0
0,서울특별시,강남구,도곡1동,서울특별시 강남구 강남대로 282,127.032473,37.48855591,5313.9 ,0
0,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로86길 12,127.0651728,37.50781348,5916.8 ,0
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 33,127.0579087,37.50981919,4807.5 ,0
0,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로93길 22,127.046716,37.50495379,5343.9 ,3
0,서울특별시,강남구,삼성2동,서울특별시 강남구 봉은사로 407,127.0445494,37.51077512,4660.4 ,0
0,서울특별시,강남구,신사동,서울특별시 강남구 압구정로12길 32,127.022506,37.52188494,5163.9 ,1
0,서울특별시,강남구,압구정동,서울특별시 강남구 언주로174길 29,127.03642,37.52810841,4522.0 ,2
0,서울특별시,강남구,청담동,서울특별시 강남구 선릉로 836,127.0405131,37.52653786,3865.9 ,0
0,서울특별시,강남구,청담동,서울특별시 강남구 선릉로 836,127.0405131,37.52653786,3555.7 ,2
0,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로30길 17,127.0295417,37.52632207,4695.4 ,2
0,서울특별시,강남구,역삼1동,서울특별시 강남구 도곡로 183,127.0393917,37.49222561,4599.0 ,1
0,서울특별시,강남구,역삼1동,서울특별시 강남구 도곡로 183,127.0393917,37.49222561,3890.7 ,4
0,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 145,127.0351776,37.50070625,2834.8 ,2
0,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 213,127.0353547,37.50804228,4061.9 ,3
0,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 213,127.0353547,37.50804228,3820.4 ,4
0,서울특별시,강남구,청담동,서울특별시 강남구 도산대로 458,127.0468501,37.52375987,5319.9 ,0
0,서울특별시,강남구,청담동,서울특별시 강남구 영동대로 720,127.056441,37.52217895,4768.6 ,3
0,서울특별시,강남구,논현2동,서울특별시 강남구 도산대로 328,127.0379529,37.52239022,4508.0 ,0
0,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 616,127.0601934,37.51524372,3586.1 ,3
0,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로 505,127.0574281,37.50756271,3673.5 ,4
0,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 215,127.0685071,37.49799127,5315.9 ,2
1,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 37,127.0577002,37.51020498,3126.1 ,4
1,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로63길 16,127.0390991,37.49299814,4063.0 ,0
1,서울특별시,강남구,일원1동,서울특별시 강남구 양재대로27길 20,127.0816058,37.49039878,3306.5 ,4
1,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로107길 11,127.0650384,37.51042548,4184.0 ,1
1,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 38,127.0541861,37.50453628,3487.9 ,4
1,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 661,127.0415697,37.51558063,4305.3 ,1
1,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로88길 10,127.0594504,37.50683997,3728.6 ,2
1,서울특별시,강남구,신사동,서울특별시 강남구 압구정로2길 62,127.0214285,37.51776722,3485.5 ,3
1,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로25길 17,127.0352202,37.50178786,3559.6 ,2
1,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 46,127.0300538,37.49550124,3373.6 ,4
