,0,1,y
0,8.395359462340355,-1.7498818809731946,0
1,4.9314527245994615,-9.33725822511908,1
2,7.293945942069607,-2.7658525343860094,0
3,7.971394447043039,-3.5930961318143733,0
4,7.014996714044776,-4.9106837430704,0
5,4.66749114428253,-2.233230645404458,0
6,8.023895278871278,-3.1666770221211817,0
7,6.842357663860144,-9.80737768435875,1
8,7.827831021442001,-0.8661396155293639,0
9,7.613652563969493,-2.2701889526391614,0
10,6.335156116572919,-8.87481498768219,1
11,9.934755867662492,-4.139844523987648,0
12,9.684923997624098,-4.646656051396449,0
13,7.463322119448025,-7.724067496930688,1
14,4.62255536936223,-7.828588385921682,1
15,8.387498961208196,-4.325409832817257,0
16,7.199924520070508,-7.772781440962203,1
17,6.599485409406479,-10.18945347219666,1
18,10.203937518094195,-2.291346252173528,0
19,5.756716349684877,-9.379006324400361,1
20,4.590718887176777,-7.9318485928873645,1
21,8.183934210834035,-4.709041588797164,0
22,7.7863474478364605,-5.533963573696827,0
23,8.121638538622596,-1.7184732722432168,0
24,7.598528041565455,-9.906195297917243,1
25,6.334443551315148,-10.018799922753011,1
26,6.501908877667212,-9.495448366799208,1
27,9.143074456376002,-1.9457554129166503,0
28,6.596969341451124,-9.758574447600441,1
29,7.044927475827716,-9.726132669459476,1
30,4.994608064409676,-10.775308518825197,1
31,6.535729060078,-6.11992696181221,1
32,8.649714613474073,-1.9506666976033546,0
33,6.298325942242148,-9.838916032027383,1
34,6.304993987746176,-7.857069254804085,1
35,7.353380606306665,-1.5037971291379852,0
36,7.157008632985771,-7.560602889055103,1
37,7.4104688155523455,-9.874630929806788,1
38,7.140972369712883,-3.191609379317694,0
39,3.5535507353883595,-9.375920957632752,1
40,7.423819347516433,-10.360439858014004,1
41,9.547798617677781,-5.631543736921779,0
42,6.854901408853671,-9.08827794640858,1
43,9.16860561383853,-4.469762009644549,0
44,4.6587179335110775,-3.0996092920060656,0
45,8.527595665454392,-4.882375874203851,0
46,10.111381325426542,-4.25359347244569,0
47,8.641621058633334,-4.248218615681444,0
48,6.9772835889926395,-5.583183797159254,0
49,10.31613965312657,-4.0052442984859775,0
50,5.697914053017577,-7.121660702531231,1
51,6.957638307713221,-11.714446867050913,1
52,7.6670984616854625,-5.413323128961665,0
53,6.686974820785689,-1.9269895081462445,0
54,8.525454646464702,-8.589005418774331,1
55,5.822489322301967,-4.055851842813456,0
56,5.952844721043892,-9.383530850905922,1
57,7.58569313192664,-2.5591046055959707,0
58,8.496631108810975,-4.497639439198602,0
59,5.939094005843188,-7.266912428536304,1
60,8.117683050524171,-4.913555322923298,0
61,8.098123127911382,-7.974912599176624,1
62,7.046292463005289,-2.1705703603076762,0
63,7.277412564880588,-10.373515844366326,1
64,6.653614116348046,-11.614998382513509,1
65,9.094183795686128,-5.125051114602119,0
66,5.00643925075468,-7.529137777173935,1
67,8.389415942178534,-0.6415184232614166,0
68,5.668181987387332,-7.587302585081826,1
69,8.028865180123478,-3.3933389193668066,0
70,4.127032051278235,-1.990526612122623,0
71,7.903115671966271,-3.8066527027775736,0
72,4.647957173264526,-9.958327252312541,1
73,8.80854104347192,-2.144421388837351,0
74,7.67929473653934,-11.233209051137266,1
75,4.947490565497157,-9.482007945112533,1
76,0.8892289743159099,-8.36530511093688,1
77,7.158940563796563,-3.0098380078275464,0
78,7.150033613440702,0.14450782428642128,0
79,6.404996574245734,-3.1098037979916917,0
80,5.9443330204306095,-10.055861238743537,1
81,7.389534630027818,-9.83791005748068,1
82,7.342424084888127,-9.57083358100038,1
83,6.560777907066317,-8.76066760196237,1
84,10.714316512745693,-2.3191741747806303,0
85,4.666486208958091,-4.61201509628387,0
86,10.060729118700678,-0.7361293675808374,0
87,9.284004911421691,-2.697557813279715,0
88,7.802918380028193,-3.4966743727373992,0
89,4.249690569773836,-13.226463670232949,1
90,5.194753518766877,-8.957996952361581,1
91,8.479854746083939,-7.516587475651793,1
92,11.804123864615761,-2.4576705190426624,0
93,6.143096279025013,-11.395655629685926,1
94,6.8972109190092095,-10.688065740092943,1
95,8.523327482084467,-4.645637852747114,0
96,5.429281629903806,-9.816672211343123,1
97,9.933133803254616,-9.636051782663273,1
98,5.594697714436652,-9.72693379031246,1
99,7.103183875012152,-9.6302613344555,1
